brand,family,reference,name,movement,produced,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,limited
audemars piguet,royal oak offshore,26195st.oo.d101cr.01,royal oak offshore 26195 masato,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2009,stainless steel,sapphire,closed,other,42.00 mm,,,red,,arabic numerals,stick,"yes, 200 units"
audemars piguet,royal oak offshore,26181st.oo.d202cr.01,royal oak offshore 26181 rue st-honoré,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2007,stainless steel,sapphire,closed,other,42.00 mm,,,blue,,arabic numerals,stick,"yes, 100 units"
audemars piguet,royal oak offshore,26179ir.oo.a005cr.01,royal oak offshore pride of indonesia,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2015 - 2015,,sapphire,closed,other,42.00 mm,14.40 mm,,grey,,arabic numerals,stick,"yes, 100 units"
audemars piguet,royal oak offshore,26170st.oo.1000st.08,royal oak offshore 26170 chronograph black themes,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",,stainless steel,sapphire,closed,other,42.00 mm,14.50 mm,,,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26078po.oo.d018cr.01,royal oak offshore 26078 barrichello ii platinum,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2006,,sapphire,closed,other,42.00 mm,,,skeleton,,stick / dot,stick,"yes, 125 units"
audemars piguet,royal oak offshore,25808st.o.0009/06,royal oak offshore 25808 full calendar turquoise,"audemars piguet caliber ap 2127 / 2827hours, minutes, small seconds | date, day, month",1996,stainless steel,sapphire,closed,other,38.00 mm,,,turquoise,,stick / dot,stick,no
audemars piguet,royal oak offshore,25808st.o.0009/03,royal oak offshore 25808 full calendar yellow,"audemars piguet caliber ap 2127 / 2827hours, minutes, small seconds | date, day, month",1996,stainless steel,sapphire,closed,other,38.00 mm,,,yellow,,stick / dot,stick,no
audemars piguet,royal oak offshore,25808st.o.0009/02,royal oak offshore 25808 full calendar orange,"audemars piguet caliber ap 2127 / 2827hours, minutes, small seconds | date, day, month",1996,stainless steel,sapphire,closed,other,38.00 mm,,,orange,,stick / dot,stick,no
audemars piguet,royal oak offshore,25721ba.o.1000ba.02,royal oak offshore 25721 chronograph yellow gold / blue,"audemars piguet caliber ap 2226 / 2840hours, minutes, small seconds | date | chronograph",,yellow gold,sapphire,closed,other,42.00 mm,,,blue,,stick / dot,stick,no
audemars piguet,royal oak offshore,15704pr.oo.d002ca.01,royal oak offshore 15704 scuba montenapoleone,"audemars piguet caliber ap 3120hours, minutes, seconds | date",2009 - 2009,,sapphire,open,other,42.00 mm,14.10 mm,,black,,arabic numerals,stick,"yes, 5 units"
audemars piguet,royal oak offshore,15701st.oo.d002ca.03,royal oak offshore 15701 scuba boutique red,"audemars piguet caliber ap 2325hours, minutes, seconds | date",2008 - 2008,stainless steel,sapphire,closed,other,42.00 mm,,,black,,arabic numerals,stick,"yes, 300 units"
audemars piguet,royal oak offshore,26267fs.zz.d002ca.01,royal oak offshore 26267 lady chronograph forged carbon,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2009,,sapphire,closed,other,37.00 mm,14.40 mm,,black,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26212ck.zz.d002ca.01,royal oak offshore lady 26212 ladycat white gold,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2013,,sapphire,closed,other,37.00 mm,,,black,,arabic numerals,stick,"yes, 10 units"
audemars piguet,royal oak offshore,26211sk.zz.d002ca.01,royal oak offshore lady 26211 ladycat stainless steel,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2013,,sapphire,closed,other,37.00 mm,,,black,,arabic numerals,stick,"yes, 150 units"
audemars piguet,royal oak offshore,26114ck.zz.9181bc.01,royal oak offshore 26114 chronograph white gold / baguette / mop,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2010,,sapphire,closed,other,37.00 mm,12.20 mm,,white,mother of pearl,gem-set indexes,stick,no
audemars piguet,royal oak offshore,26048ok.zz.d010ca.01,royal oak offshore 26048 lady chronograph pink gold / white,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2007,,sapphire,closed,other,37.00 mm,12.20 mm,,white,,gem-set indexes,stick,no
audemars piguet,royal oak offshore,26470ba.oo.1000ba.01,royal oak offshore 26470 yellow gold / blue,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2017,,sapphire,open,other,42.00 mm,14.18 mm,,blue,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26470st.oo.a820cr.01,royal oak offshore 26470 stainless steel / brown / alligator,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2017,,sapphire,open,other,42.00 mm,14.55 mm,,brown,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26231st.zz.d069ca.01,royal oak offshore 26231 lady chronograph stainless steel / pink / diamond,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2018,stainless steel,sapphire,closed,other,37.00 mm,12.40 mm,,pink,,stick / dot,stick,no
audemars piguet,royal oak offshore,15710st.oo.a085ca.01,royal oak offshore diver stainless steel / beige,"audemars piguet caliber ap 3120hours, minutes, seconds | date",2018,stainless steel,sapphire,open,other,42.00 mm,14.10 mm,,beige,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26470or.oo.1000or.02,royal oak offshore 42 pink gold / grey / bracelet,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2018,,sapphire,open,other,42.00 mm,14.60 mm,,grey,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26582cb.oo.a010ca.01,royal oak offshore grande complication white ceramic,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2018,,sapphire,open,other,44.00 mm,15.40 mm,,skeleton,sapphire,stick / dot,stick,no
audemars piguet,royal oak offshore,26582ce.oo.a002ca.01,royal oak offshore 26582 grande complication black ceramic,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2018,,sapphire,open,other,44.00 mm,15.40 mm,,skeleton,sapphire,stick / dot,stick,no
audemars piguet,royal oak offshore,26405ce.oo.a030ca.01,royal oak offshore 44 ceramic / blue,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2020,,sapphire,open,other,44.00 mm,14.30 mm,,blue,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26425bc.zz.d002ca.02,royal oak offshore 43 white gold - baguette / baguette,"audemars piguet caliber ap 4409hours, minutes | chronograph, column wheel, flyback",2022,,sapphire,open,other,43.00 mm,15.50 mm,,diamonds,diamond,stick / dot,stick,no
audemars piguet,royal oak offshore,26403or.zz.d322cr.01,royal oak offshore pink gold - baguette / sapphire,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2016,white gold,sapphire,open,other,44.00 mm,15.50 mm,,paved,,gem-set indexes,stick,no
audemars piguet,royal oak offshore,26476or.zz.1273or.01.a,royal oak offshore pink gold - diamond / diamond / bracelet,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2019,,sapphire,open,other,42.00 mm,14.18 mm,,diamonds,diamond,gem-set indexes,stick,no
audemars piguet,royal oak offshore,26473bc.zz.d114cr.01,royal oak offshore 26473 baguette / onyx,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2015,white gold,sapphire,open,other,42.00 mm,14.18 mm,,paved,,gem-set indexes,stick,no
audemars piguet,royal oak offshore,26703st.oo.a051ca.01,royal oak offshore diver chronograph yellow,"audemars piguet caliber ap 3124 / 3841hours, minutes, small seconds | chronograph",2016,stainless steel,sapphire,closed,other,42.00 mm,14.75 mm,,yellow,,stick / dot,stick,"yes, 375 units"
audemars piguet,royal oak offshore,26067bc.zz.d002cr.01,royal oak offshore white gold / diamonds,"audemars piguet caliber ap 2326 / 2840hours, minutes, small seconds | date | chronograph",2010,white gold,sapphire,closed,other,42.00 mm,14.00 mm,,paved,,stick / dot,stick,no
audemars piguet,royal oak offshore,26571.bc.oo.a002ca.01,royal oak offshore 26571 grande complication white gold,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2015,white gold,sapphire,open,other,44.00 mm,,,skeleton,sapphire,stick / dot,stick,"yes, 3 units"
audemars piguet,royal oak offshore,26215.bc.zz.a101cr.01,royal oak offshore 26215 t3 white gold / diamond,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2013,white gold,sapphire,closed,other,48.00 mm,13.90 mm,,paved,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26405ce.oo.a002ca.01,royal oak offshore 26405 chronograph ceramic / titanium / anthracite,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2015,,sapphire,open,other,44.00 mm,14.45 mm,,grey,,stick / dot,stick,no
audemars piguet,royal oak offshore,26387io.oo.d010ca.01,royal oak offshore tourbillon chronograph white ceramic,"audemars piguet caliber ap 2933hours, minutes, small seconds | date | chronograph | tourbillon escapement",2015,,sapphire,open,other,44.00 mm,16.60 mm,,skeleton,,arabic numerals,stick,"yes, 15 units"
audemars piguet,royal oak offshore,26205au.oo.d002cr.01,royal oak offshore 26205 ginza7 forged carbon,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2011,,sapphire,closed,other,42.00 mm,,,black,,stick / dot,stick,"yes, 200 units"
audemars piguet,royal oak offshore,26108.st.oo.d066.cr.01,royal oak offshore 26108 rhone fusterie,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2008,stainless steel,sapphire,closed,other,42.00 mm,,,red,,arabic numerals,stick,"yes, 500 units"
audemars piguet,royal oak offshore,25862sc.zs.1000st.02,royal oak offshore 25862 chronograph,"audemars piguet caliber ap 2226 / 2840hours, minutes, small seconds | date | chronograph",,,sapphire,closed,other,42.00 mm,,,blue,,arabic numerals,stick,no
audemars piguet,royal oak offshore,25808st.o.0009/01,royal oak offshore 25808 full calendar blue,"audemars piguet caliber ap 2127 / 2827hours, minutes, small seconds | date, day, month",1996,stainless steel,sapphire,closed,other,38.00 mm,,,,,,stick,no
audemars piguet,royal oak offshore,25808ba.o.0009/01,royal oak offshore 25808 full calendar yellow gold / blue,"audemars piguet caliber ap 2127 / 2827hours, minutes, small seconds | date, day, month",1996,yellow gold,sapphire,closed,other,38.00 mm,,,black,,stick / dot,stick,no
audemars piguet,royal oak offshore,25770sn.oo.0001ke.01(aka: 25770sn.o.0001ke.01),royal oak offshore 25770 end of days,"audemars piguet caliber ap 2226 / 2840hours, minutes, small seconds | date | chronograph",1999,stainless steel,sapphire,closed,other,42.00 mm,14.05 mm,,black,,arabic numerals,stick,"yes, 500 units"
audemars piguet,royal oak offshore,26271.bc.zz.d002.cr.01,royal oak offshore lady 26271 las vegas strip,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2009,white gold,sapphire,closed,other,37.00 mm,,,black,,stick / dot,stick,"yes, 60 units"
audemars piguet,royal oak offshore,26267fs.zz.d002ca.02,royal oak offshore 26267 lady chronograph forged carbon,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",,,sapphire,closed,other,37.00 mm,14.40 mm,,black,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26048sk.zz.d010ca.01,royal oak offshore 26048 lady chronograph stainless steel / white,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2010,,sapphire,closed,other,37.00 mm,12.20 mm,,white,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26234sr.zz.d202cr.01,royal oak offshore lady 26234 two tone bucherer,"audemars piguet caliber ap 2385hours, minutes, small seconds | date | chronograph, column wheel",2016,,sapphire,closed,other,37.00 mm,11.80 mm,,silver,,stick / dot,stick,"yes, 300 units"
audemars piguet,royal oak offshore,26407ti.gg.a002ca.01,royal oak offshore tourbillon chronograph openworked titanium / rubber,"audemars piguet caliber ap 2943hours, minutes, small seconds | date | chronograph, column wheel | tourbillon escapement",2017,,sapphire,open,other,44.00 mm,14.43 mm,,skeleton,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26571or.oo.a002ca.01,royal oak offshore 26571 grande complication pink gold / black,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2017,pink gold,sapphire,open,other,44.00 mm,15.70 mm,,skeleton,sapphire,stick / dot,stick,no
audemars piguet,royal oak offshore,67543bc.zz.dxxxcr.01,royal oak offshore 67543 lady quartz sapphire hour,"audemars piguet caliber ap 2716hours, minutes | date",2015,white gold,sapphire,closed,other,37.00 mm,11.10 mm,,paved,diamond,gem-set indexes,stick,"yes, 1 unit"
audemars piguet,royal oak offshore,26405nr.oo.a002ca.01,royal oak offshore 44 ceramic / pink gold / grey,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2020,ceramic,sapphire,open,other,44.00 mm,14.30 mm,,green,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26583or.ss.a002ca.01,royal oak offshore grande complication pink gold - black sapphire / skeleton,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2018,,sapphire,open,other,44.00 mm,15.40 mm,,skeleton,sapphire,stick / dot,stick,"yes, 1 unit"
audemars piguet,royal oak offshore,26170st.oo.d101cr.01,royal oak offshore 26170 chronograph volcano,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",2013,stainless steel,sapphire,closed,other,42.00 mm,14.30 mm,,black,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26170or.oo.1000or.01,royal oak offshore 26170 chronograph pink gold,"audemars piguet caliber ap 3126 / 3840hours, minutes, small seconds | date | chronograph",,pink gold,sapphire,closed,other,42.00 mm,14.30 mm,,silver,,arabic numerals,stick,no
audemars piguet,royal oak offshore,26387io.oo.d002ca.01,royal oak offshore tourbillon chronograph titanium,"audemars piguet caliber ap 2933hours, minutes, small seconds | date | chronograph | tourbillon escapement",2014 - 2015,,sapphire,open,other,44.00 mm,14.90 mm,,silver,,arabic numerals,stick,"yes, 15 units"
audemars piguet,royal oak offshore,26209pt.oo.d305cr.01,royal oak offshore perpetual calendar platinum,"audemars piguet caliber ap 2326 / 2839hours, minutes, small seconds | date, day, leap year, month, perpetual calendar | chronograph | moonphase",2013,platinum,sapphire,closed,other,42.00 mm,15.90 mm,,blue,,stick / dot,stick,"yes, 10 units"
audemars piguet,royal oak offshore,26571io.oo.a002ca.01,royal oak offshore 26571 grande complication titanium / ceramic,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2013,,sapphire,open,other,44.00 mm,15.70 mm,,skeleton,,stick / dot,stick,no
audemars piguet,royal oak offshore,26571io.oo.a010ca.01,royal oak offshore 26571 grande complication titanium / ceramic / white,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2013,,sapphire,open,other,44.00 mm,15.70 mm,,skeleton,sapphire,stick / dot,stick,no
audemars piguet,royal oak offshore,26571ro.oo.a010ca.01,royal oak offshore 26571 grande complication pink gold ceramic / white,"audemars piguet caliber ap 2885hours, minutes, small seconds | date, day, month, perpetual calendar | chronograph, column wheel, rattrapante | moonphase | minute repeater",2013,,sapphire,open,other,44.00 mm,15.70 mm,,skeleton,sapphire,stick / dot,stick,"yes, 3 units"
