brand,family,reference,name,movement,produced,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,limited
breitling,colt,a1738811.g791.173a,colt 44 automatic stratus silver / bracelet,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a77388111g1a1(aka: a7738811/g793/175a),colt lady stratus silver / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,silver,,mixed,stick,no
breitling,colt,a1338811/c914/158s/a20s.1,colt chronograph automatic stainless steel / mariner blue / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811.c914.228s/a20s.1,colt chronograph automatic stainless steel / mariner blue / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a13388111b1x1(aka: a1338811/bd83/435x/a20ba.1),colt chronograph automatic stainless steel / volcano black / calf / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a1338811/bd83/131s/a20s.1,colt chronograph automatic stainless steel / volcano black / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a7338811/c905/145s/a20s.1,colt chronograph mariner blue / rubber / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a7338811/c905/228s/a20s.1,colt chronograph mariner blue / rubber / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1731311.be90.182a,colt 41 automatic volcano black / bracelet,"breitling caliber caliber 17hours, minutes, seconds | date",2016,stainless steel,sapphire,closed,round,41.00 mm,10.70 mm,20.00 mm,black,,stick / dot,stick,no
breitling,colt,a1731311.be90.150s,colt 41 automatic volcano black / rubber,"breitling caliber caliber 17hours, minutes, seconds | date",2016,stainless steel,sapphire,closed,round,41.00 mm,10.70 mm,20.00 mm,black,,stick / dot,stick,no
breitling,colt,a1731311.be90.225s,colt 41 automatic volcano black / rubber,"breitling caliber caliber 17hours, minutes, seconds | date",2016,stainless steel,sapphire,closed,round,41.00 mm,10.70 mm,20.00 mm,black,,stick / dot,stick,no
breitling,colt,a1738811.c906.228s,colt 44 automatic mariner blue / rubber,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1738811.c906.105x,colt 44 automatic mariner blue / calf,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a7438811/g792/227s/a20s.1,colt quartz stratus silver / rubber,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,silver,,mixed,stick,no
breitling,colt,a7438911/bd82/230s/a16s.1,colt 36 volcano black / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,black,,mixed,stick,no
breitling,colt,a7438953.a772.230s,colt 36 diamond / pearl / rubber,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7738811/g793/406x/a14ba.1,colt lady stratus silver / calf / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,silver,,mixed,stick,no
breitling,colt,a1338811/c914/157s/a20d.2,colt chronograph automatic stainless steel / mariner blue / rubber / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/g804/112x/a20d.1,colt chronograph automatic stainless steel / stratus silver / calf / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a1338811/g804/157s/a20d.2,colt chronograph automatic stainless steel / stratus silver / rubber / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a13388111g1x1(aka: a1338811/g804/435x/a20ba.1),colt chronograph automatic stainless steel / stratus silver / calf / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a1338811/bd83/158s/a20s.1,colt chronograph automatic stainless steel / volcano black / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a7738011.b785.813a,colt oceane black / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2006 - 2011,stainless steel,sapphire,closed,round,33.20 mm,11.60 mm,16.00 mm,black,,arabic numerals,stick,no
breitling,colt,a7338710bb49131s,colt chronograph ii black / rubber,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,,,black,,arabic numerals,stick,no
breitling,colt,a7338710c848157a,colt chronograph ii blue / bracelet,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,,,blue,,arabic numerals,stick,no
breitling,colt,a7338710g742145s,colt chronograph ii silver / rubber,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,,,white,,arabic numerals,stick,no
breitling,colt,a7438710.bb50.157a,colt 44 black / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,14.00 mm,22.00 mm,black,,arabic numerals,stick,no
breitling,colt,a73388111b1a1(aka: a7338811/bd43/173a),colt chronograph volcano black / bracelet,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a73388111c1a1(aka: a7338811/c905/173a),colt chronograph mariner blue / bracelet,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a7738853/c908/175a,colt lady diamond / mariner blue / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,blue,,mixed,stick,no
breitling,colt,a7738853/bd46/175a,colt lady diamond / volcano black / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,black,,mixed,stick,no
breitling,colt,a13388111c1a1(aka: a1338811/c914/173a),colt chronograph automatic stainless steel / mariner blue / bracelet,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a7438911/bd82/414x/a16ba.1,colt 36 volcano black / calf / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,black,,mixed,stick,no
breitling,colt,a74389111g1a1(aka: a7438911/g803/178a),colt 36 stratus silver / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,silver,,mixed,stick,no
breitling,colt,a13388111c1x1(aka: a1338811/c914/105x/a20ba.1),colt chronograph automatic stainless steel / mariner blue / calf / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/bd83/433x/a20ba.1,colt chronograph automatic stainless steel / volcano black / calf / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a1338811/bd83/152s/a20s.1,colt chronograph automatic stainless steel / volcano black / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a1338811/g804/433x/a20ba.1,colt chronograph automatic stainless steel / stratus silver / calf / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a1338811/g804/437x/a20ba.1,colt chronograph automatic stainless steel / stratus silver / calf / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a1338811/g804/131s/a20s.1,colt chronograph automatic stainless steel / stratus silver / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a1338811/g804/152s/a20s.1,colt chronograph automatic stainless steel / stratus silver / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,m1338810.bf01.131s,colt chronograph automatic blacksteel / volcano black / rubber,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,m1338810.bf01.152s,colt chronograph automatic blacksteel / volcano black / rubber,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a73388111g1x1(aka: a7338811/g790/433x/a20ba.1),colt chronograph stratus silver / calf / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a74388111g1a1(aka: a7438811/g792/173a),colt quartz stratus silver / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,silver,,mixed,stick,no
breitling,colt,a7438811/g792/131s/a20s.1,colt quartz stratus silver / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,silver,,mixed,stick,no
breitling,colt,a7438811/g792/152s/a20s.1,colt quartz stratus silver / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,silver,,mixed,stick,no
breitling,colt,a743881/bd45/435x/a20ba.1,colt quartz volcano black / calf / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,black,,mixed,stick,no
breitling,colt,a7438811/bd45/152s/a20s.1,colt quartz volcano black / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,black,,mixed,stick,no
breitling,colt,a7438911/a772/230s/a16s.1,colt 36 pearl / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7438911/g803/236x/a16ba.1,colt 36 stratus silver / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,silver,,mixed,stick,no
breitling,colt,a7438911/c913/178a,colt 36 mariner blue / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,blue,,mixed,stick,no
breitling,colt,a7438953.g803.230s,colt 36 diamond / stratus silver / rubber,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,silver,,mixed,stick,no
breitling,colt,a7738811/a770/175a,colt lady pearl / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7738853/a769/133s/a14s.1,colt lady diamond / pearl diamond / rubber / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a1338811/c914/152s/a20s.1,colt chronograph automatic stainless steel / mariner blue / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/c914/153s/a20d.2,colt chronograph automatic stainless steel / mariner blue / rubber / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/c914/227s/a20s.1,colt chronograph automatic stainless steel / mariner blue / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/c914/438x/a20d.1,colt chronograph automatic stainless steel / mariner blue / calf / folding,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a7438911/a772/238s/a16s.1,colt 36 pearl / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a7438911/a772/213x/a16ba.1,colt 36 pearl / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a1738011g599,colt automatic,"breitling caliber caliber 17hours, minutes, seconds | date",2006 - 2011,stainless steel,sapphire,closed,round,41.10 mm,12.40 mm,20.00 mm,silver,,stick / dot,,no
breitling,colt,a7438010.c675.812a,colt quartz blue / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2006 - 2011,stainless steel,sapphire,closed,round,41.10 mm,13.60 mm,20.00 mm,blue,,arabic numerals,stick,no
breitling,colt,a7338710bb49435x,colt chronograph ii black / calf,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,,,black,,arabic numerals,stick,no
breitling,colt,a7338710c848145s,colt chronograph ii blue / rubber,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,,,blue,,arabic numerals,stick,no
breitling,colt,a7338710g742433x,colt chronograph ii silver / calf,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,44.00 mm,,,white,,arabic numerals,stick,no
breitling,colt,a7738711.bb51.158a,colt 33 black / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,black,,mixed,stick,no
breitling,colt,a7738711.c850.116x,colt 33 blue / calf,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,blue,,mixed,stick,no
breitling,colt,a7738711.c850.141s,colt 33 blue / rubber,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,blue,,mixed,stick,no
breitling,colt,a7738711.g744.408x,colt 33 silver / calf,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2011 - 2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,white,,mixed,stick,no
breitling,colt,a7338811/bd43/152s/a20s.1,colt chronograph volcano black / rubber / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a7738853/g793/175a,colt lady diamond / stratus silver / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,11.60 mm,16.00 mm,silver,,mixed,stick,no
breitling,colt,a1338811/c914/145s/a20s.1,colt chronograph automatic stainless steel / mariner blue / rubber / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1338811/bd83/189x/a20ba.1,colt chronograph automatic stainless steel / volcano black / calf / pin,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,m1338810.bf01.227s,colt chronograph automatic blacksteel / volcano black / rubber,"breitling caliber caliber 13hours, minutes, small seconds | date | chronograph",2015,stainless steel,sapphire,closed,round,44.00 mm,14.70 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a7338811/bd43/131s/a20s.1,colt chronograph volcano black / rubber / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a73388111c1x1(aka: a7338811.c905.105x),colt chronograph mariner blue / calf / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a7338811/g790/145s/a20s.1,colt chronograph stratus silver / rubber / pin,"breitling caliber caliber b73foudroyante seconds, minutes, small seconds | date | chronograph | chronometer",2014,stainless steel,sapphire,closed,round,44.00 mm,11.90 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a1731311.be90.425x,colt 41 automatic volcano black / calf,"breitling caliber caliber 17hours, minutes, seconds | date",2016,stainless steel,sapphire,closed,round,41.00 mm,10.70 mm,20.00 mm,black,,stick / dot,stick,no
breitling,colt,a1731311.c934.425x,colt 41 automatic mariner blue / calf,"breitling caliber caliber 17hours, minutes, seconds | date",2016,stainless steel,sapphire,closed,round,41.00 mm,10.70 mm,20.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1738811.c906.145s,colt 44 automatic mariner blue / rubber,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,blue,,stick / dot,stick,no
breitling,colt,a1738811.bd44.227s,colt 44 automatic volcano black / rubber,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,black,,stick / dot,stick,no
breitling,colt,a1738811.g791.131s,colt 44 automatic stratus silver / rubber,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a1738811.g791.433x,colt 44 automatic stratus silver / calf,"breitling caliber caliber 17hours, minutes, seconds | date",2014,stainless steel,sapphire,closed,round,44.00 mm,11.25 mm,22.00 mm,silver,,stick / dot,stick,no
breitling,colt,a74388111b1a1(aka: a7438811/bd45/173a),colt quartz volcano black / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,black,,mixed,stick,no
breitling,colt,a7438811/bd45/131s/a20s.1,colt quartz volcano black / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,black,,mixed,stick,no
breitling,colt,a7438811/c907/228s/a20s.1,colt quartz mariner blue / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",2015,stainless steel,sapphire,closed,round,44.00 mm,11.30 mm,22.00 mm,blue,,mixed,stick,no
breitling,colt,a7438911/a772/216x/a16ba.1,colt 36 pearl / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,mixed,stick,no
breitling,colt,a74389111a1a1(aka: a7438911/a771/178a),colt 36 pearl diamond / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/a771/213x/a16ba.1,colt 36 pearl diamond / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/a771/214x/a16ba.1,colt 36 pearl diamond / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/a771/239x/a16ba.1,colt 36 pearl diamond / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7438911/bd82/216x/a16ba.1,colt 36 volcano black / sahara / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,black,,mixed,stick,no
breitling,colt,a7438911/c913/238s/a16s.1,colt 36 mariner blue / rubber / pin,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,blue,,mixed,stick,no
breitling,colt,a7438953.g803.412x,colt 36 diamond / stratus silver / calf,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,silver,,mixed,stick,no
breitling,colt,a7438953|g803|178a,colt 36 diamond / stratus silver / bracelet,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,silver,,mixed,stick,no
breitling,colt,a7438953.g803.237s,colt 36 diamond / stratus silver / rubber,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,silver,,mixed,stick,no
breitling,colt,a7438953.bd82.237s,colt 36 diamond / volcano black / rubber,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,black,,mixed,stick,no
breitling,colt,a7438953.c913.236x,colt 36 diamond / mariner blue / sahara,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,blue,,mixed,stick,no
breitling,colt,a7438953.c913.238s,colt 36 diamond / mariner blue / rubber,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,blue,,mixed,stick,no
breitling,colt,a7438953.c913.230s,colt 36 diamond / mariner blue / rubber,"breitling caliber caliber b74hours, minutes, seconds | date | chronometer",,stainless steel,sapphire,closed,round,36.00 mm,10.20 mm,18.00 mm,blue,,mixed,stick,no
breitling,colt,a7738811/bd46/133s/a14s.1,colt lady volcano black / rubber / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,black,,mixed,stick,no
breitling,colt,a7738811/c908/406x/a14ba.1,colt lady mariner blue / calf / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,blue,,mixed,stick,no
breitling,colt,a7738811/c908/241x/a14ba.1,colt lady mariner blue / sahara / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,blue,,mixed,stick,no
breitling,colt,a7738811/c908/141s/a14s.1,colt lady mariner blue / rubber / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,blue,,mixed,stick,no
breitling,colt,a7738811/g793/133s/a14s.1,colt lady stratus silver / rubber / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,silver,,mixed,stick,no
breitling,colt,a7738811/a769/175a,colt lady pearl diamond / bracelet,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7738811/a769/116x/a14ba.1,colt lady pearl diamond / calf / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,white,mother of pearl,gem-set indexes,stick,no
breitling,colt,a7738811/a769/133s/a14s.1,colt lady pearl diamond / rubber / pin,"breitling caliber caliber 77hours, minutes, seconds | date | chronometer",2014,stainless steel,sapphire,closed,round,33.00 mm,9.10 mm,16.00 mm,white,mother of pearl,gem-set indexes,stick,no
